V0,V1,V2,V3,V4,V6,V7,V8,V10,V12,V13,V15,V16,V18,V19,V20,V23,V24,V27,V29,V30,V31,V35,V36,V37,target,label
0.131,0.329,-0.103,-0.971,-0.166,-0.083,0.245,0.356,0.133,-0.071,-0.264,0.486,-0.417,-0.3,0.649,0.075,0.698,0.336,0.198,-0.15,0.507,0.049,0.839,-1.028,0.45,0.135,train
-0.853,-0.906,-0.622,-1.46,-0.399,-0.098,0.261,-0.764,1.285,-0.344,-0.591,-0.285,-0.549,0.542,0.447,-0.83,0.696,0.537,-0.01,-0.209,-0.425,-0.29,0.839,0.835,1.718,-0.631,train
-1.087,-1.506,-0.711,-1.699,-0.548,-0.238,0.219,-1.535,-0.238,-0.036,-0.327,-0.285,-0.972,-2.344,0.567,-1.053,0.095,0.536,-0.068,-0.205,-1.336,-0.792,0.839,0.36,0.08,-1.538,train
-0.685,-0.674,-0.452,-1.75,-0.602,-0.268,0.219,-0.65,-0.693,-0.366,1.048,-0.592,-0.863,0.53,0.344,-0.02,0.322,1.98,0.092,-0.597,0.301,-0.537,0.602,0.151,0.304,-2.486,train
-1.434,-1.085,0.668,-1.038,-1.654,-0.042,0.165,-0.268,-1.742,-1.744,-0.634,-1.01,-0.484,-0.565,0.246,-0.261,-2.624,1.98,0.219,-1.071,1.447,-0.419,-0.7,-2.264,-0.646,-1.232,train
-3.171,-3.092,1.087,-1.021,-3.411,0.108,0.241,-0.365,-0.392,-3.621,0.647,-1.01,0.458,-1.185,-0.363,-0.975,-3.442,1.983,0.296,-1.845,0.78,-0.437,-4.21,-1.193,0.635,-1.899,train
-2.126,-1.113,-0.042,-1.583,-1.424,-0.288,0.195,-0.766,-2.572,-0.974,-0.323,-1.579,-0.188,-1.176,0.863,0.639,-0.647,0.971,0.066,-0.952,-0.454,-0.693,-0.943,-2.557,0.425,-1.647,train
-2.337,-2.198,-0.427,-1.63,-1.732,-0.262,0.207,-0.889,-1.376,-1.815,-1.219,-1.546,-0.178,2.892,1.247,-0.782,-0.254,0.969,-0.275,-0.962,0.205,-0.429,-0.943,-1.81,2.164,-1.623,train
-0.953,-1.132,-0.518,-1.902,-0.942,-0.275,0.184,-1.019,-1.057,-0.916,0.605,-1.186,-0.69,0.076,1.277,-0.563,-0.2,0.701,-0.001,-0.859,0.798,-1.03,-0.646,-1.127,-0.352,-1.102,train
-0.502,-0.302,-0.352,-1.911,-0.865,-0.105,0.138,-0.395,0.467,-0.806,0.427,-0.847,-0.335,-0.849,1.363,-0.123,-0.22,0.476,0.059,-0.895,0.741,-0.691,-0.374,0.04,0.598,-1.045,train
-0.725,-0.387,-0.366,-1.837,-0.487,0.036,0.213,-0.586,0.595,-0.55,-0.133,-0.921,-0.315,0.542,1.508,0.256,-0.2,0.256,0.023,-0.937,0.457,-0.297,-0.349,0.845,-0.077,-1.273,train
-0.067,0.082,-0.014,-1.54,-0.607,0.165,0.213,-0.005,-0.176,-0.669,0.733,-0.921,-0.287,1.518,1.438,0.537,0.332,0.957,0.23,-0.902,-0.367,-0.127,0.008,-0.366,-0.241,-0.247,train
-0.906,-0.461,0.173,-1.49,-1.557,0.332,0.292,-0.312,0.685,-1.17,-0.084,-0.925,0.114,-0.305,1.444,-0.056,0.325,0.957,0.09,-1.083,0.138,-0.154,0.008,0.545,0.243,-0.649,train
-0.759,0.057,0.444,-1.49,-1.457,0.424,0.309,0.349,0.881,-1.118,-0.532,-1.204,0.145,-0.756,1.612,-0.263,0.333,1.22,0.264,-1.254,0.877,0.039,0.364,0.443,-0.559,-0.348,train
-0.809,0.176,0.554,-1.57,-1.467,0.557,0.342,0.361,0.053,-1.61,-0.404,-1.23,0.351,-0.287,1.46,-0.252,0.335,1.381,0.334,-1.379,0.429,0.039,0.364,0.211,-0.595,-0.806,train
-0.99,0.368,0.255,-1.512,-1.381,0.633,0.445,0.318,-0.347,-1.317,0.993,-1.478,0.613,-0.345,1.04,-0.194,0.307,1.469,0.308,-1.48,-0.292,0.232,0.364,-0.205,0.116,-0.979,train
-1.124,0.275,0.809,-1.623,-1.648,0.772,0.445,0.307,-0.596,-1.47,-1.034,-1.478,0.662,-0.842,1.5,0.133,0.336,1.684,0.343,-1.41,0.324,0.162,0.364,-0.728,0.098,-0.574,train
-0.476,0.408,0.069,-1.513,-0.685,0.654,0.509,0.036,0.036,-0.45,-0.156,-1.401,0.445,-0.843,1.456,0.469,0.326,1.686,0.258,-1.508,0.511,0.438,0.364,0.088,0.146,-0.711,train
0.177,0.239,0.467,-1.666,-0.555,0.722,0.514,0.419,-0.153,-0.475,0.769,-1.294,0.364,-0.84,1.509,0.89,0.336,1.687,0.34,-1.035,-0.144,0.455,0.364,-0.121,-0.743,-0.256,train
0.313,0.557,0.658,-1.509,-0.534,0.829,0.524,0.771,0.2,-0.533,-0.836,-0.955,0.659,-0.793,1.659,0.915,0.34,1.688,0.403,-1.035,-0.239,0.484,0.364,0.002,-0.195,0.431,train
0.14,0.073,0.02,-1.569,-0.145,0.724,0.566,-0.045,0.843,0.015,0.125,-0.706,0.463,-0.39,1.47,0.254,0.337,1.688,0.252,-0.839,0.168,0.48,0.364,1.426,-0.086,-0.006,train
0.593,0.213,0.675,-1.543,-0.217,0.775,0.566,0.667,0.622,-0.204,-0.109,-0.63,0.409,-0.39,1.715,0.287,0.342,1.351,0.302,-0.493,0.016,0.248,0.364,0.658,-1.204,0.267,train
0.544,0.437,0.262,-1.605,0.004,0.841,0.592,0.686,1.101,-0.263,-0.656,-0.405,0.678,-0.388,1.507,-0.07,0.35,1.351,0.363,-0.567,-0.136,0.303,0.364,0.911,0.392,0.392,train
0.674,0.239,0.197,-1.635,0.102,0.766,0.597,0.721,0.814,-0.257,0.054,-0.376,0.497,-0.382,1.384,-0.218,0.327,0.536,0.417,-0.581,-0.222,0.42,0.364,0.687,0.075,0.546,train
0.765,0.445,0.604,-1.648,0.138,0.793,0.606,0.682,0.812,0.193,0.469,-0.203,0.545,-0.384,1.348,-0.255,0.33,0.256,0.406,-0.061,-0.379,0.578,0.364,0.848,-0.574,0.694,train
0.753,0.587,0.622,-1.586,-0.105,0.883,0.627,0.821,0.809,-0.019,-1.041,-0.03,0.592,-0.39,1.461,-0.508,0.34,1.456,0.422,-0.142,0.655,0.603,0.364,0.803,-0.477,0.696,train
0.066,0.016,0.098,-1.604,-0.036,0.763,0.627,0.161,0.518,0.203,-0.05,-0.156,0.535,-0.38,1.33,-0.995,0.327,1.532,0.319,-0.223,-0.224,0.331,0.364,0.814,0.1,-0.183,train
0.702,0.564,0.403,-1.585,0.123,0.73,0.616,0.653,0.016,-0.04,0.238,-0.156,0.535,-0.385,1.678,-0.526,0.322,1.545,0.413,-0.112,-0.192,0.331,0.364,0.132,-0.178,-0.052,train
0.563,0.325,1.194,-1.371,-0.339,0.851,0.629,0.501,0.144,-0.026,-0.535,-0.1,0.671,-0.383,1.66,-0.116,0.329,1.545,0.299,-0.15,0.339,0.522,0.364,0.072,-1.267,0.1,train
0.482,0.27,0.52,-1.296,-0.131,0.862,0.656,0.267,0.081,-0.12,0.541,-0.321,0.687,-0.667,1.389,0.081,0.336,1.688,0.353,-0.632,0.479,0.267,0.364,0.327,-0.471,0.017,train
-0.366,-0.801,-0.082,-1.255,-0.055,0.781,0.695,0.05,1.344,-0.007,-1.66,-0.492,0.67,-1.336,1.394,-0.209,0.346,1.688,0.07,-0.698,-0.856,0.148,0.364,0.98,1.4,-0.723,train
-1.024,-1.311,-0.775,-1.257,-0.002,0.372,0.695,-1.399,0.129,-0.08,-1.631,-0.327,-0.043,-0.661,1.73,-0.892,0.344,0.541,-0.05,-0.706,0.365,-0.664,0.364,0.332,1.708,-1.185,train
-0.061,-0.236,-0.429,-1.165,0.629,0.136,0.465,-0.606,-1.036,0.14,0.389,-0.327,-0.656,-0.383,1.846,-0.903,0.331,-0.606,0.217,-0.288,0.116,-0.775,0.364,-0.932,-0.133,-0.315,train
0.563,0.08,0.439,-0.935,-0.065,0.275,0.345,0.138,-0.145,0.279,0.327,0.401,-0.447,-0.38,1.77,-0.034,0.331,-0.437,0.206,0.086,-0.337,-0.06,0.364,-0.477,-1.557,0.065,train
0.097,0.244,0.162,-0.765,-0.287,0.423,0.345,0.347,0.863,-0.142,0.019,0.341,0.08,-0.383,1.396,0.131,0.332,1.401,0.273,-0.399,-0.036,0.156,0.364,0.38,0.582,0.039,train
0.291,0.3,0.063,-0.612,-0.026,0.459,0.41,0.372,1.231,-0.125,0.122,-0.22,0.083,-0.384,1.511,0.173,0.329,1.609,0.312,-0.471,-0.088,0.198,0.364,1.256,0.116,0.099,train
0.54,0.462,0.791,-0.42,-0.073,0.599,0.45,0.662,1.187,-0.125,0.872,-0.241,0.238,-0.392,1.269,0.24,0.335,0.979,0.355,-0.415,-0.509,0.362,0.364,1.199,-1.166,0.345,train
0.297,0.343,0.562,-0.401,-0.121,0.717,0.47,0.424,0.985,-0.227,0.322,-0.282,0.62,-0.377,1.146,0.414,0.334,1.449,0.294,-0.496,-0.26,0.333,0.364,1.122,-0.153,0.062,train
0.543,0.685,0.553,-0.354,0.302,0.731,0.542,0.701,0.627,-0.151,0.342,-0.469,0.62,-0.39,1.386,0.414,0.334,1.545,0.403,-0.608,0.077,0.33,0.364,0.617,-0.145,0.293,train
0.618,0.563,0.378,-0.266,0.461,0.682,0.542,0.618,0.578,0.161,0.311,-0.469,0.553,-0.382,1.174,0.729,0.344,0.985,0.404,-0.147,-0.208,0.76,0.364,0.575,-0.092,0.368,train
0.88,0.663,0.929,-0.06,0.35,0.727,0.555,0.945,0.763,0.478,0.695,-0.032,0.571,-0.379,1.278,0.972,0.344,0.682,0.458,0.13,-0.212,0.778,0.364,0.722,-1.137,0.549,train
0.298,0.221,0.216,0.014,0.171,0.702,0.591,0.283,1.23,0.381,0.186,0.095,0.753,-0.386,1.486,0.894,0.332,0.521,0.312,0.171,0.364,0.637,0.364,1.552,0.243,0.098,train
0.715,0.58,0.389,0.177,0.546,0.679,0.608,0.788,1.074,0.498,0.763,0.222,0.563,-0.384,1.549,1.144,0.295,-0.48,0.402,0.246,-0.106,0.563,0.364,1.281,-0.248,0.593,train
0.888,0.734,0.672,0.337,0.787,0.759,0.59,0.908,1.456,0.803,0.802,0.569,0.632,-0.389,1.285,1.166,0.325,-0.482,0.438,0.454,-0.517,0.764,-2.25,1.437,-0.584,0.817,train
-0.187,-0.345,0.482,0.558,0.32,0.835,0.59,0.52,2.373,0.285,-0.426,0.569,0.775,-0.383,1.457,0.295,0.342,-0.483,0.086,0.315,-0.341,0.517,-2.25,1.743,0.876,0.163,train
-1.096,-0.912,-0.217,0.261,0.24,0.633,0.638,-0.824,0.649,-0.132,0.363,0.488,0.102,-0.388,1.545,-0.472,0.331,-0.483,0.092,0.315,-0.105,-0.395,0.364,1.2,0.16,0.031,train
0.513,0.366,0.171,0.275,0.37,0.573,0.586,0.431,0.59,0.591,0.151,0.559,0.102,-0.392,1.677,-0.199,0.336,-0.483,0.299,0.459,0.048,0.084,0.364,0.546,0.053,0.397,train
0.744,0.698,0.409,0.316,0.336,0.582,0.561,0.608,0.693,0.702,-0.511,0.63,0.164,-0.384,1.929,-0.103,0.34,-0.483,0.348,0.453,0.447,0.319,0.364,0.709,-0.721,0.541,train
0.447,0.306,0.238,0.356,0.237,0.558,0.557,0.211,0.873,0.51,-0.065,0.529,0.275,-0.121,1.695,-0.138,0.351,-0.483,0.265,0.387,-0.056,0.382,0.364,1.045,0.127,0.474,train
0.311,0.283,0.226,0.334,0.275,0.527,0.557,0.132,0.549,0.522,0.131,0.529,0.168,-0.104,1.628,-0.331,0.329,-0.483,0.195,0.269,-0.294,0.222,0.364,0.512,0.501,0.383,train
-0.132,-0.208,-0.153,0.282,0.234,0.44,0.52,-0.303,0.607,0.285,0.745,0.416,0.033,-0.092,1.472,-0.631,0.324,-0.483,0.064,0.269,-0.865,0.017,0.364,0.716,0.818,-0.053,train
-0.754,-0.912,0.006,0.053,-0.26,0.431,0.486,-0.543,1.399,0.006,0.381,0.379,-0.078,1.598,1.4,-1.221,0.343,0.398,-0.124,0.288,-0.574,-0.021,0.364,0.633,1.232,-0.589,train
-1.27,-1.582,-0.492,-0.545,-0.574,0.333,0.469,-1.643,0.338,-0.59,-0.378,0.342,-0.618,3.438,1.809,-1.289,0.346,0.397,-0.138,0.288,-0.015,-1.367,0.364,1.499,0.77,-1.304,train
0.101,-0.154,-0.067,-0.615,0.07,0.269,0.347,-0.167,-1.172,-0.366,0.749,0.372,-0.688,0.067,1.89,-0.488,0.336,0.394,0.181,0.291,0.623,-1.041,0.364,-0.945,-0.428,-0.688,train
0.35,-0.089,0.306,-0.558,-0.382,0.389,0.347,0.091,-0.82,0.075,0.28,0.162,-0.688,0.072,1.797,-0.0,0.333,0.813,0.205,0.059,0.317,-0.404,0.364,-1.139,-1.227,-0.447,train
0.206,-0.014,0.415,-0.383,-0.543,0.507,0.323,0.226,0.021,-0.324,0.557,0.092,0.009,0.074,1.532,0.61,0.344,1.455,0.276,-0.519,0.607,-0.198,0.364,-0.481,-0.861,0.108,train
0.065,-0.067,0.933,-0.218,-0.703,0.653,0.389,0.354,0.84,-0.748,1.255,-0.562,0.483,0.534,1.907,0.771,0.335,1.687,0.221,-0.742,-0.034,0.186,0.364,0.479,-1.911,0.31,train
-1.481,-1.07,1.216,-0.196,-2.294,0.864,0.423,-0.033,1.166,-1.994,0.363,-1.125,0.63,-1.343,1.243,0.097,-1.512,1.687,0.297,-1.384,-0.099,-0.306,-0.181,0.992,-1.232,-0.503,train
-2.55,-3.019,0.791,-0.35,-3.405,0.918,0.561,-0.308,0.777,-3.837,-0.075,-1.691,1.096,-1.768,1.507,-0.258,-2.849,1.688,0.214,-1.846,-0.552,-0.197,-2.428,0.984,1.337,-1.86,train
-4.087,-4.717,0.066,-0.826,-3.828,0.82,0.561,-2.434,-0.135,-4.189,-0.032,-1.662,0.745,-1.762,1.433,-1.795,-2.85,1.118,-0.179,-1.758,-0.826,-0.511,-3.17,-0.063,1.848,-2.794,train
-2.036,-3.163,-0.354,-1.287,-1.471,0.517,0.573,-2.311,-2.507,-1.686,0.28,-1.093,-0.376,1.437,2.097,-1.216,0.341,0.97,-0.111,-1.536,0.369,-2.349,-1.774,-2.111,-0.233,-1.629,train
-0.307,-0.533,0.352,-1.233,0.036,0.499,0.362,-0.35,-1.043,-0.231,1.696,-0.581,-0.271,1.442,1.93,-0.293,0.325,0.969,0.067,-0.66,0.247,-1.109,-1.774,-1.556,-1.7,-0.647,train
-0.672,-1.115,0.855,-1.13,-1.85,0.714,0.362,-0.581,0.609,-0.462,0.983,-0.637,-0.217,-1.573,1.577,-0.007,0.328,1.004,0.117,-0.708,0.031,-0.95,0.364,0.454,-1.772,-0.973,train
-2.749,-2.877,0.79,-1.17,-3.153,0.796,0.402,-0.457,1.048,-3.27,-0.728,-1.247,0.643,-0.104,1.762,-0.368,0.345,1.545,0.119,-1.804,0.135,-0.729,0.364,1.216,1.47,-2.214,train
-2.496,-2.437,-0.145,-1.167,-2.167,0.65,0.426,-1.556,-1.199,-1.875,0.317,-1.565,0.579,0.433,1.883,-0.501,0.333,0.977,-0.09,-1.868,1.7,-1.079,0.364,-0.56,0.765,-1.715,train
-0.863,-0.756,0.238,-1.27,-1.277,0.685,0.437,-0.086,-0.524,-1.243,0.706,-1.493,0.165,-0.026,1.963,0.194,0.331,0.973,0.193,-1.558,0.301,-0.645,0.364,-0.88,-1.408,-0.905,train
-1.103,-0.452,0.973,-0.806,-1.758,0.827,0.45,0.093,-0.122,-1.659,0.848,-1.342,0.408,0.061,1.222,0.653,0.335,1.689,0.228,-1.667,0.142,-0.37,0.364,-0.418,-1.596,-0.434,train
-1.983,-0.905,1.081,-0.652,-2.626,0.977,0.45,0.322,0.484,-2.13,0.797,-1.531,0.841,0.076,1.417,0.155,0.341,1.688,0.405,-1.825,0.426,-0.297,0.364,0.451,-0.904,-0.679,train
-2.585,-1.026,1.051,-0.652,-2.961,1.069,0.579,0.604,1.162,-2.808,0.495,-1.719,1.239,-1.569,0.916,-0.379,-2.615,1.687,0.328,-1.928,-0.195,0.064,-1.596,0.832,0.146,-0.98,train
-2.629,-2.333,0.493,-0.729,-2.336,0.855,0.603,-1.108,-0.052,-2.298,0.348,-1.857,1.016,1.442,1.654,-0.834,-0.204,1.688,-0.01,-1.961,-0.072,0.025,-0.824,0.734,0.548,-1.427,train
-0.449,-0.396,0.789,-0.741,-0.876,0.893,0.616,0.241,-0.349,-1.0,0.898,-1.494,0.704,0.579,1.712,-0.177,0.024,1.688,0.223,-1.549,-0.133,-0.086,-0.349,-0.638,-1.442,-0.226,train
-1.172,-0.426,1.046,-0.67,-1.913,1.081,0.616,0.109,0.611,-1.576,-0.007,-1.16,0.816,0.444,1.171,-0.215,-0.508,1.688,0.322,-1.467,0.45,-0.306,-0.497,0.533,-0.758,-0.548,train
-1.101,0.243,0.794,-0.671,-1.322,1.115,0.616,0.379,0.143,-1.362,0.582,-1.385,0.9,0.43,1.945,-0.319,0.338,1.603,0.341,-1.609,0.206,0.262,0.364,0.079,-0.844,-0.081,train
0.075,0.198,0.782,-0.547,-0.81,1.178,0.719,0.615,0.442,-0.838,-0.276,-1.385,0.892,0.433,1.757,0.351,0.336,1.258,0.393,-1.268,0.645,0.366,0.364,0.396,-0.57,0.135,train
0.527,0.071,1.087,-0.488,-0.577,1.213,0.781,0.548,0.984,-0.47,0.413,-1.066,1.009,0.435,2.254,0.679,0.331,1.259,0.294,-0.942,0.113,0.294,0.364,0.869,-1.439,0.268,train
0.519,-0.073,0.857,-0.387,-0.628,1.266,0.812,0.531,0.983,-0.436,0.611,-0.778,1.009,0.445,1.727,0.745,0.336,1.259,0.369,-0.836,-0.388,0.086,0.364,1.061,-1.013,0.182,train
0.093,-0.116,0.808,-0.085,-0.493,1.308,0.893,0.28,0.607,-0.474,-0.126,-0.753,1.178,0.442,1.982,0.837,0.343,1.259,0.297,-0.881,-0.198,-0.036,0.364,0.534,-0.432,0.188,train
0.687,0.328,0.853,0.158,0.322,1.261,0.893,0.738,0.943,0.006,0.065,-0.702,1.048,0.43,2.189,0.837,0.335,0.996,0.426,-0.551,0.122,0.31,0.364,0.67,-0.516,0.764,train
0.839,0.431,1.369,0.234,0.041,1.288,0.893,0.732,1.334,0.469,0.581,-0.334,1.048,0.432,1.694,1.213,0.338,0.989,0.303,-0.15,0.026,0.416,0.364,1.327,-1.758,0.817,train
0.743,0.174,0.932,0.291,-0.074,1.297,0.886,0.546,1.798,0.163,-0.182,-0.02,1.149,0.438,1.674,1.235,0.338,0.969,0.364,-0.235,0.677,0.23,0.364,1.837,-0.761,0.669,train
0.656,0.137,1.522,0.326,-0.136,1.287,0.882,0.466,1.69,0.392,0.175,-0.012,1.076,1.998,1.58,1.299,0.331,0.969,0.252,-0.219,-0.179,0.268,-2.25,1.669,-1.603,0.725,train
0.817,0.327,0.782,0.381,-0.095,1.289,0.882,0.711,1.847,0.037,-0.27,-0.012,1.223,-0.683,1.441,1.118,0.342,0.969,0.42,-0.373,0.216,0.138,-2.25,1.727,-0.366,0.67,train
0.727,0.568,0.829,0.37,0.187,1.235,0.882,0.64,1.422,0.509,0.631,-0.138,1.006,1.445,1.668,1.072,0.334,0.968,0.412,-0.373,-0.252,0.407,0.364,1.495,-1.077,0.745,train
0.644,0.512,0.834,0.409,0.111,1.258,0.897,0.696,1.425,0.573,0.14,-0.017,1.099,1.441,1.271,1.152,0.335,0.968,0.399,-0.032,-0.058,0.472,0.364,1.443,-0.624,0.806,train
0.607,0.067,1.263,0.407,-0.29,1.304,0.917,0.367,1.47,0.171,0.431,0.06,1.099,1.017,0.894,1.115,0.34,0.969,0.26,-0.052,-0.578,0.371,0.364,1.299,-1.508,0.699,train
0.286,0.44,0.788,0.378,-0.294,1.334,0.926,0.463,1.439,-0.105,0.429,0.051,1.148,0.975,0.659,0.989,0.342,0.969,0.35,-0.375,-0.596,0.168,0.364,1.295,-0.514,0.364,train
-0.989,-1.381,-0.208,0.256,-0.302,1.216,0.954,-0.987,1.147,-0.528,-0.941,-0.286,1.025,1.577,0.979,0.207,0.355,0.969,-0.067,-0.428,0.2,0.2,0.364,1.655,1.29,-0.913,train
-0.01,-0.366,0.367,0.163,0.238,1.016,0.954,-0.165,-1.033,0.123,0.628,0.008,0.176,1.45,1.246,0.306,0.327,0.969,0.164,-0.191,-0.176,-0.429,0.364,-0.594,-1.62,0.194,train
0.144,-0.072,0.685,0.102,-0.554,1.046,0.829,-0.066,0.131,-0.136,0.365,0.199,0.199,0.437,1.097,0.306,-0.676,1.545,0.318,-0.051,0.184,-0.383,-0.614,0.046,-1.037,0.258,train
0.367,0.25,0.858,0.1,-0.618,1.112,0.825,0.634,1.028,-0.25,0.082,-0.356,0.648,0.43,0.671,0.532,-0.652,1.545,0.406,-0.536,0.08,0.067,-0.646,0.807,-1.126,0.4,train
0.192,0.176,0.533,0.104,-0.06,1.103,0.823,0.392,1.437,-0.226,0.388,-0.454,0.728,0.435,1.106,0.609,-0.654,1.545,0.375,-0.645,0.255,0.266,-0.943,1.678,-0.249,0.079,train
0.581,0.515,0.579,0.128,0.012,1.083,0.869,0.711,1.123,-0.033,-0.713,-0.524,0.71,0.439,1.677,1.052,-0.65,1.545,0.423,-0.276,1.708,0.465,-0.943,1.144,-0.399,0.341,train
0.856,0.586,0.703,0.135,0.179,1.011,0.869,0.892,1.169,0.183,0.682,-0.284,0.71,0.439,1.251,1.099,-0.672,1.545,0.435,0.028,-0.134,0.673,-0.943,0.971,-0.512,1.005,train
0.632,0.386,1.0,0.005,0.069,1.018,0.825,0.509,1.833,0.355,0.741,-0.012,0.878,0.447,1.077,0.698,-0.651,1.545,0.335,0.077,0.43,0.448,-0.943,1.908,-1.416,0.816,train
0.336,0.095,1.209,-0.085,-0.66,1.125,0.841,0.32,1.708,-0.329,-0.45,-0.207,1.005,0.439,1.282,0.338,-0.647,1.545,0.343,-0.049,0.059,0.112,-0.943,2.047,-1.446,0.439,train
-0.008,-0.005,0.336,-0.161,-0.267,1.021,0.849,0.06,0.686,-0.121,0.04,-0.471,1.137,0.446,1.03,0.1,-0.655,1.544,0.222,-0.711,0.196,0.198,-0.943,1.377,0.289,0.121,train
0.553,0.387,0.896,-0.192,-0.312,0.978,0.789,0.606,0.415,-0.258,-0.071,-0.603,0.714,0.428,1.288,0.1,-0.655,1.545,0.389,-0.478,0.124,0.34,-0.943,0.377,-0.875,0.455,train
0.66,0.674,0.666,-0.192,0.169,0.938,0.789,0.937,0.543,-0.091,0.337,-0.496,0.81,0.443,1.251,0.07,-0.663,1.347,0.485,-0.235,0.513,0.482,-0.943,0.566,-0.359,0.38,train
0.798,0.722,0.646,-0.081,0.063,0.969,0.768,0.997,0.926,0.212,-0.579,-0.496,0.903,0.436,1.221,0.467,-0.657,1.347,0.48,-0.058,0.958,0.797,-0.943,0.717,-0.108,0.509,train
0.814,0.525,0.563,0.017,0.322,0.953,0.781,1.027,1.521,0.35,-0.85,-0.077,0.893,-0.994,1.33,0.642,-0.413,1.258,0.474,-0.041,-2.011,0.797,-0.289,1.023,0.246,0.586,train
0.672,0.148,0.637,0.119,0.148,0.851,0.787,0.751,0.93,0.648,0.33,0.246,0.667,0.435,1.125,0.579,0.344,1.258,0.457,0.312,-0.145,0.604,-0.289,0.864,-0.517,0.538,train
0.928,0.85,0.869,0.381,0.381,0.937,0.75,1.265,0.962,0.711,0.101,0.407,0.718,0.446,1.492,0.705,0.344,1.258,0.539,0.577,-0.371,0.604,0.364,0.86,-0.468,0.754,train
1.097,0.906,0.838,0.58,0.477,0.959,0.75,1.407,1.147,0.723,0.122,0.759,0.97,0.444,1.589,1.082,0.33,0.4,0.591,0.62,-0.152,0.973,0.364,1.072,-0.376,0.982,train
1.106,1.021,0.993,0.724,0.552,1.053,0.79,1.424,1.666,1.089,-0.03,0.759,1.146,0.428,1.062,1.495,0.333,0.153,0.596,0.832,-0.033,1.096,0.364,1.386,-0.608,1.369,train
1.232,0.981,0.934,0.679,0.615,1.106,0.841,1.417,2.245,1.169,-0.122,1.072,1.184,0.436,2.016,1.495,0.339,-0.025,0.582,0.973,1.729,1.088,0.364,2.159,-0.585,1.289,train
1.068,0.533,1.303,0.775,0.366,1.216,0.866,0.809,2.11,1.119,0.014,1.09,1.395,0.443,1.281,1.605,0.292,0.04,0.378,0.772,-0.193,0.776,0.364,2.221,-1.644,1.075,train
0.769,0.339,1.475,0.851,0.018,1.287,0.943,0.525,1.774,0.267,-0.876,1.09,1.439,0.427,1.467,1.477,0.331,0.968,0.385,0.335,0.713,0.533,0.364,1.674,-0.819,1.031,train
0.483,0.006,1.715,0.857,-0.374,1.263,0.943,0.244,1.487,0.054,-0.621,0.262,1.312,0.442,1.413,1.046,0.342,1.12,0.275,0.004,0.692,0.306,0.364,1.297,-1.381,0.789,train
0.441,-0.02,1.34,0.852,-0.502,1.218,0.95,0.478,1.082,-0.325,0.72,0.262,1.233,0.422,1.276,0.93,0.339,1.258,0.35,-0.437,0.098,0.192,0.364,1.166,-1.568,0.424,train
-0.468,-0.146,1.181,0.845,-1.344,1.253,0.939,0.196,0.741,-1.093,0.126,-0.379,1.233,0.443,1.122,0.309,0.341,1.687,0.345,-0.486,0.421,-0.195,0.364,0.794,-0.694,0.211,train
-0.563,-0.255,1.48,0.834,-1.384,1.292,0.934,0.495,0.608,-1.222,0.015,-1.106,1.134,0.442,0.918,0.152,0.342,1.689,0.326,-1.027,0.244,0.069,0.364,0.512,-1.667,0.128,train
-1.065,-0.145,1.268,0.673,-1.711,1.302,0.961,0.512,0.642,-1.773,0.22,-1.106,1.14,-0.567,0.78,-0.069,-0.655,1.688,0.424,-1.394,0.115,0.055,-0.943,0.715,-1.01,-0.177,train
-1.06,-0.121,0.421,0.582,-0.56,1.258,0.961,0.141,0.631,-0.876,-0.392,-1.469,0.965,-0.564,0.873,-0.389,-0.65,1.688,0.24,-1.362,0.504,0.486,-0.943,0.722,0.537,-0.235,train
-0.309,0.089,0.574,0.558,0.033,1.085,0.969,0.229,0.611,-0.27,-0.235,-1.212,0.602,0.442,0.73,-0.286,-0.195,1.26,0.388,-1.268,0.265,0.415,-0.666,0.689,-0.434,0.226,train
0.557,0.191,1.016,0.537,-0.4,1.052,0.921,0.811,0.7,-0.298,-0.94,-1.084,0.602,0.434,0.803,-0.229,-0.194,0.972,0.349,-0.816,0.637,0.423,-0.666,0.432,-1.416,0.609,train
0.539,0.213,1.148,0.58,-0.273,1.031,0.897,0.612,0.959,-0.395,0.449,-0.697,0.787,0.432,0.799,-0.216,-0.199,1.037,0.33,-0.732,-0.046,0.291,-0.349,1.162,-1.417,0.295,train
-0.224,0.011,0.943,0.579,-0.899,1.113,0.877,0.378,0.792,-0.796,-1.416,-0.684,1.033,0.436,1.241,-0.344,-0.199,1.167,0.307,-0.939,0.614,0.12,-0.349,0.68,-0.085,-0.072,train
0.132,0.053,0.672,0.608,-0.409,0.968,0.877,0.42,0.188,-0.386,0.496,-0.957,0.708,0.431,0.621,-0.455,-0.207,1.401,0.358,-1.046,0.144,0.073,-0.349,0.348,-0.986,-0.159,train
-0.114,0.026,0.4,0.983,-0.033,0.967,0.844,0.208,0.19,-0.55,-0.263,-0.957,0.821,0.444,1.408,-0.087,-0.204,1.401,0.293,-1.009,0.296,0.046,-0.349,0.097,0.2,-0.131,train
0.407,0.091,1.057,0.94,-0.354,0.927,0.836,0.516,0.445,-0.458,-0.978,-1.01,0.651,0.238,1.468,0.036,-0.195,1.401,0.3,-0.926,0.061,0.387,-0.349,0.319,-1.308,0.219,train
